,code,name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders
3074,601231,环旭电子,元器件,上海,29.64,21.76,21.76,1666218.38,1447613.5,158077.42,162849.27,0.75,0.396,3.76,4.16,20120220,409641.44,1.88,22.48,62.26,11.2,4.27,31346.0
3150,36,华联控股,全国地产,深圳,7.31,11.35,11.41,821708.63,593262.69,93330.93,23105.13,0.2,0.947,3.61,2.56,19940617,256030.66,2.24,1983.65,127.12,68.8,35.67,78485.0
977,600393,粤泰股份,全国地产,广东,10.47,9.88,25.36,1758450.63,1612380.88,19869.07,207168.55,0.82,0.47,2.33,2.81,20010319,121130.9,0.48,777.46,1428.85,46.59,23.68,28860.0
1962,600173,卧龙地产,全国地产,浙江,14.55,7.25,7.25,552479.56,469292.81,870.12,1294.31,0.02,0.308,2.56,2.33,19990415,94253.06,1.3,20.76,268.24,38.08,21.12,36094.0
3291,600708,光明地产,全国地产,上海,15.35,9.89,17.14,5122413.5,4980656.0,30120.8,204986.25,1.2,0.35,5.38,1.33,19960606,512548.0,2.99,42.12,186.21,18.24,5.52,45440.0
1055,600665,天地源,全国地产,上海,17.14,8.64,8.64,2024632.38,1956078.25,14156.72,20109.34,0.23,0.193,3.42,1.29,19930709,158515.8,1.83,81.19,198.12,19.24,6.3,48499.0
2827,402,金 融 街,全国地产,北京,17.57,29.87,29.89,11572408.0,8290135.0,257220.2,684000.69,2.29,0.483,9.37,1.21,19960626,1632800.63,5.46,87.96,79.63,29.79,9.08,81633.0
1953,600657,信达地产,全国地产,北京,21.64,15.24,15.24,6754441.5,5861861.5,28533.98,153906.94,1.01,0.2,6.0,0.96,19930524,607633.69,3.99,113.84,77.0,22.74,3.22,54331.0
2267,2627,宜昌交运,公共交通,湖北,26.96,1.32,1.85,347867.22,203692.94,63025.18,132383.09,7.15,0.517,14.9,1.25,20111103,41671.4,2.25,25.84,121.97,11.39,5.99,11504.0
298,2682,龙洲股份,公路,福建,30.42,1.93,3.75,759555.13,416066.81,141263.02,158063.94,4.22,0.32,7.08,1.64,20120612,62663.9,1.67,110.67,264.96,16.27,3.41,22576.0
373,786,北新建材,其他建材,北京,21.55,14.14,17.89,1640711.75,620755.13,738117.88,304224.41,1.7,0.875,6.51,3.86,19970606,627539.88,3.51,38.0,100.01,34.05,19.3,75549.0
167,600230,沧州大化,农药化肥,河北,10.26,2.94,2.94,443183.44,182274.09,214020.91,64217.56,2.18,3.28,8.3,5.4,20000406,129972.82,4.42,70.64,1066.43,54.82,30.84,43132.0
800,830,鲁西化工,农药化肥,山东,17.58,14.64,14.65,2634997.5,336950.72,1480997.88,218405.41,1.49,0.66,4.76,3.61,19980807,295829.88,2.02,43.64,497.16,22.78,9.69,82652.0
1125,2496,辉丰股份,农药化肥,江苏,19.45,10.24,15.07,821898.88,449473.81,213365.59,96744.0,0.64,0.218,2.46,2.3,20101109,109746.97,0.73,162.39,134.08,7.78,3.67,63231.0
3130,603599,广信股份,农药化肥,安徽,19.68,1.36,3.76,360943.97,191833.23,114024.42,84564.82,2.25,0.759,7.11,2.81,20150513,127981.77,3.4,61.84,96.72,30.76,15.71,21112.0
3007,2215,诺 普 信,农药化肥,深圳,19.88,7.1,9.14,392455.88,231006.5,29460.25,29675.8,0.32,0.274,2.04,3.56,20080218,55424.26,0.61,32.37,204.53,33.89,11.47,52120.0
643,2734,利民股份,农药化肥,江苏,28.25,0.84,1.65,232356.75,116592.01,73412.63,108572.86,6.59,0.676,9.98,2.55,20150127,37338.65,2.27,26.65,60.3,28.03,11.15,15044.0
308,600803,新奥股份,农药化肥,河北,30.34,9.86,9.86,2020170.0,547034.0,512129.91,-19058.82,-0.19,0.39,4.96,3.18,19940103,386100.22,3.92,75.4,97.02,25.85,5.48,34804.0
177,2258,利尔化学,农药化肥,四川,30.96,5.24,5.24,385823.13,146118.09,164445.97,81014.02,1.54,0.437,4.22,4.27,20080708,75352.5,1.44,38.36,69.65,25.97,11.78,23771.0
1381,600079,人福医药,化学制药,湖北,9.62,10.58,13.54,3541810.75,1529083.0,452726.81,380855.72,2.81,1.46,7.94,2.31,19970606,489673.19,3.62,21.75,211.3,39.12,18.15,44220.0
2365,600309,万华化学,化工原料,山东,9.96,25.95,27.34,6275300.0,2369630.25,2687574.5,239298.34,0.88,2.87,8.76,4.33,20010105,1724007.75,6.31,86.14,212.41,39.01,20.05,103648.0
3031,600409,三友化工,化工原料,河北,10.51,18.5,20.64,2361229.5,687980.75,1334130.25,354488.22,1.72,0.76,4.65,2.14,20030618,367263.28,1.78,32.61,156.71,27.28,9.82,65499.0
2780,2092,中泰化学,化工原料,新疆,11.1,20.34,21.46,5476815.5,1942035.0,2636835.0,927993.63,4.32,0.953,7.76,1.82,20061208,492037.84,2.29,72.52,186.97,20.91,7.61,94007.0
2664,822,山东海化,化工原料,山东,12.04,8.95,8.95,389941.97,175973.31,158004.41,150699.06,1.68,0.588,2.99,3.16,19980703,-6350.9,-0.07,56.06,690.07,23.26,15.34,67632.0
457,2601,龙蟒佰利,化工原料,河南,13.4,6.72,20.32,2045190.63,638474.63,593624.5,972450.0,4.79,0.96,6.6,2.56,20110715,202407.69,1.0,271.71,1507.54,45.89,25.43,63630.0
1509,601678,滨化股份,化工原料,山东,13.57,11.88,11.88,753735.69,167514.67,355298.97,127384.57,1.07,0.471,4.59,1.86,20100223,252899.8,2.13,36.8,300.82,26.78,12.2,46204.0
3189,2597,金禾实业,化工原料,安徽,15.83,5.6,5.64,453788.66,288532.63,127853.63,48857.87,0.87,1.24,5.26,4.98,20110707,169344.91,3.0,28.25,97.1,31.34,21.2,27615.0
441,2002,鸿达兴业,化工原料,江苏,16.14,20.87,25.85,1434748.0,563457.13,732264.44,104084.03,0.4,0.35,2.17,3.29,20040625,180775.06,0.7,34.12,64.18,37.41,17.76,56954.0
2850,2068,黑猫股份,化工原料,江西,17.26,6.07,7.27,681632.25,343183.78,273237.28,140566.52,1.93,0.439,4.15,2.43,20060915,80366.71,1.11,53.42,7728.78,18.86,6.76,39908.0
1567,683,远兴能源,化工原料,内蒙,17.92,28.33,39.67,2235942.0,630776.19,919730.88,169355.61,0.43,0.13,2.2,1.37,19970131,275623.88,0.69,39.85,897.69,26.21,6.21,150870.0
2324,601216,君正集团,化工原料,内蒙,18.52,84.38,84.38,2076141.25,668039.88,690280.19,27427.05,0.03,0.191,1.8,2.62,20110222,613820.38,0.73,41.41,62.4,41.62,29.14,126519.0
2182,2136,安 纳 达,化工原料,安徽,18.71,2.13,2.15,102815.53,39436.48,58128.88,35026.01,1.63,0.58,2.93,4.94,20070530,4882.22,0.23,49.44,554.65,24.38,14.49,23436.0
2453,2748,世龙实业,化工原料,江西,20.0,0.82,2.4,132254.05,58538.73,55490.13,33256.03,1.39,0.57,4.78,3.18,20150319,51051.53,2.13,30.82,93.17,28.24,14.63,20441.0
451,2648,卫星石化,化工原料,浙江,20.27,8.01,10.64,1074947.38,595736.06,317853.25,414281.53,3.89,0.81,6.53,2.71,20111228,148896.92,1.4,77.08,601.88,23.91,11.36,32000.0
2032,600160,巨化股份,化工原料,浙江,21.55,20.45,21.12,1335084.63,669780.69,484855.44,534529.19,2.53,0.383,5.17,2.12,19980626,290812.34,1.38,36.03,1042.98,19.88,8.06,73362.0
2364,600328,兰太实业,化工原料,内蒙,21.63,4.38,4.38,690826.63,172616.05,381357.47,101859.02,2.33,0.436,4.99,2.53,20001222,61314.03,1.4,38.2,216.93,39.35,7.79,38715.0
2729,2145,中核钛白,化工原料,甘肃,23.9,10.88,15.92,579111.25,241008.8,174090.23,86377.71,0.54,0.192,1.84,3.32,20070803,41142.51,0.26,71.67,558.44,34.16,12.19,102689.0
2801,2753,永东股份,化工原料,山西,24.3,0.85,2.22,167224.11,96560.68,41332.42,26611.09,1.2,0.631,4.71,4.34,20150519,50863.3,2.29,79.6,183.6,24.05,10.49,17501.0
2627,990,诚志股份,化工原料,江西,24.31,3.88,12.53,2076766.0,648421.88,430623.84,1290378.63,10.3,0.535,12.68,1.37,20000706,167407.66,1.34,138.05,2972.0,32.86,15.94,26034.0
1533,2326,永太科技,化工原料,浙江,25.59,5.17,8.22,597725.5,243204.88,132903.5,101108.38,1.23,0.341,3.36,3.46,20091222,89681.13,1.09,44.54,128.16,26.38,14.81,74028.0
1498,2562,兄弟科技,化工原料,浙江,27.16,3.07,5.41,255062.45,109689.42,122359.02,84874.1,1.57,0.463,3.63,4.62,20110310,57573.36,1.06,46.16,157.91,46.97,23.24,18115.0
2068,600746,江苏索普,化工原料,江苏,28.13,3.05,3.06,72255.36,40137.84,12866.46,6207.23,0.2,0.223,1.62,5.15,19960918,8919.3,0.29,32.59,195.89,20.46,11.43,21472.0
1911,545,金浦钛业,化工原料,吉林,28.97,9.59,9.87,268466.06,122925.86,121347.76,-6411.75,-0.06,0.133,2.01,2.55,19931215,97811.53,0.99,114.54,171.42,24.85,10.06,83497.0
3280,2408,齐翔腾达,化工原料,山东,29.11,16.76,17.75,950935.31,340741.75,357723.53,217425.8,1.22,0.323,3.59,3.49,20100518,214022.84,1.21,253.51,126.64,9.69,4.48,33008.0
2572,635,英 力 特,化工原料,宁夏,32.65,3.03,3.03,348102.97,143921.52,192321.34,187856.88,6.2,0.346,9.9,1.52,19961120,71540.61,2.36,38.07,153.9,18.76,6.76,33562.0
1885,603299,井神股份,化工原料,江苏,34.2,2.79,5.59,437678.41,138180.56,235711.77,88246.36,1.58,0.215,3.71,2.64,20151231,56145.98,1.0,31.65,2317.56,30.17,6.28,55515.0
1347,2564,天沃科技,化工机械,江苏,22.12,5.68,7.36,1949615.63,1398414.38,188839.95,140279.94,1.91,0.28,3.66,2.26,20110310,46935.25,0.64,813.58,468.82,9.32,2.28,51177.0
2993,601233,桐昆股份,化纤,浙江,20.93,12.05,13.01,2288708.75,655816.13,978688.63,551884.5,4.24,0.93,9.56,2.57,20110518,459372.94,3.53,31.63,104.98,9.75,4.92,28262.0
252,703,恒逸石化,化纤,广西,22.42,14.73,16.48,3143869.0,1127855.5,782851.25,514976.56,3.12,0.83,7.54,3.25,19970328,569161.44,3.45,112.74,168.7,3.83,2.87,15659.0
614,2064,华峰氨纶,化纤,浙江,22.98,15.36,16.77,546675.25,231770.02,207936.0,1968.8,0.01,0.167,1.97,2.61,20060823,132966.73,0.79,54.99,177.63,19.94,9.25,81889.0
1559,600638,新黄浦,区域地产,上海,9.61,5.61,5.61,982794.13,667543.25,55384.23,101560.7,1.81,1.168,7.56,1.98,19930326,228517.45,4.07,54.92,387.2,15.48,45.31,33081.0
1534,631,顺发恒业,区域地产,吉林,12.56,24.33,24.33,1394656.25,1210746.38,1024.75,139033.52,0.57,0.26,2.45,1.78,19961122,184770.47,0.76,104.85,125.43,21.96,11.02,39349.0
1948,11,深物业A,区域地产,深圳,13.3,1.76,5.96,544755.63,455163.09,2932.87,11995.15,0.2,0.967,4.83,3.55,19920330,191052.25,3.21,400.78,8099.55,46.47,21.72,41264.0
2039,600325,华发股份,区域地产,广东,13.95,19.14,21.18,13346109.0,12576668.0,83527.81,428180.44,2.02,0.409,5.83,1.3,20040225,541314.63,2.56,65.3,128.03,24.07,6.8,58867.0
314,2016,世荣兆业,区域地产,广东,17.27,6.46,8.09,748427.63,676798.44,17687.25,5156.31,0.06,0.488,2.32,4.84,20040708,87754.21,1.08,37.32,324.75,51.77,25.29,25538.0
1328,517,荣安地产,区域地产,浙江,17.29,30.36,31.84,1166990.38,1058008.63,643.53,-169140.3,-0.53,0.151,1.31,2.66,19930806,258026.52,0.81,425.79,2244.94,23.89,12.32,42808.0
2891,601588,北辰实业,区域地产,北京,17.41,26.6,33.67,7686209.5,6732945.0,237486.47,364889.72,1.08,0.248,3.65,1.58,20061016,447126.81,1.33,39.12,96.83,32.14,8.27,165282.0
2637,601155,新城控股,区域地产,江苏,24.65,7.19,22.57,14881909.0,11512606.0,212237.77,260403.63,1.15,0.9,7.15,4.05,20151204,1146672.88,5.08,42.33,125.59,37.38,11.82,45312.0
893,600466,蓝光发展,区域地产,四川,28.49,8.83,21.34,9323756.0,8361430.5,107743.82,138724.16,0.65,0.22,4.32,2.26,20010212,499685.31,2.34,28.28,161.81,25.15,5.03,65870.0
2602,6,深振业Ａ,区域地产,深圳,29.41,13.45,13.5,1322269.13,1116878.63,296.15,48432.15,0.36,0.251,3.78,2.61,19920427,200825.06,1.49,102.43,196.23,30.48,14.62,80457.0
2715,600322,天房发展,区域地产,天津,29.56,11.06,11.06,3757897.25,3573770.0,9590.17,220524.2,1.99,0.164,3.93,1.65,20010910,73791.96,0.67,63.05,167.34,26.48,6.24,76002.0
2851,2589,瑞康医药,医药商业,山东,20.89,9.03,15.05,2334750.25,1850120.75,122672.57,401174.63,2.67,0.48,5.0,2.67,20110610,193888.75,1.29,52.91,93.96,17.35,4.34,32068.0
961,600090,同济堂,医药商业,新疆,21.59,7.03,14.4,715733.38,488445.0,103391.68,258966.13,1.8,0.279,3.97,2.03,19970616,236318.55,1.64,23.1,62.39,15.02,5.79,44684.0
2820,600998,九州通,医药商业,湖北,28.41,16.46,18.79,4757111.5,3995217.25,403650.59,450906.56,2.4,0.59,5.96,3.23,20101102,407756.22,2.17,20.4,108.78,8.2,1.75,21387.0
1622,603108,润达医疗,医药商业,上海,33.3,2.22,5.8,653180.69,355795.22,67721.18,102557.84,1.77,0.289,3.86,3.33,20150527,59737.0,1.03,102.0,97.67,27.91,5.73,14968.0
141,601012,隆基股份,半导体,陕西,25.05,19.66,19.94,2948550.25,1579984.5,1019841.5,541435.13,2.72,1.124,6.1,6.15,20120411,472479.34,2.37,27.23,103.99,34.99,20.66,54104.0
1776,2449,国星光电,半导体,广东,25.1,4.07,4.76,608617.94,364228.03,195736.8,162906.84,3.42,0.543,6.43,2.83,20100716,82408.36,1.73,54.1,97.41,22.34,10.01,25425.0
348,600703,三安光电,半导体,湖北,33.45,40.78,40.78,2459086.25,1069533.0,777871.19,707753.69,1.74,0.583,4.66,5.58,19960528,744970.44,1.83,40.05,58.96,48.34,37.84,52813.0
2334,600755,厦门国贸,商贸代理,福建,8.47,17.76,17.76,8192813.0,7161934.5,127737.13,269903.5,1.52,0.8,6.13,1.67,19961003,590626.0,3.32,65.23,104.98,4.75,1.47,163930.0
1615,600382,广东明珠,商贸代理,广东,18.33,3.42,4.67,777445.25,542717.19,5559.62,194872.05,4.17,0.524,10.73,1.19,20010118,239683.8,5.13,149.68,70.09,88.93,61.62,27326.0
1025,600133,东湖高新,园区开发,湖北,6.99,5.38,7.26,2177801.75,1589976.0,91217.18,54477.85,0.75,1.16,4.11,2.3,19980212,116914.02,1.61,58.9,2158.81,12.76,15.51,101512.0
1609,600658,电子城,园区开发,北京,33.44,7.99,7.99,951444.31,851187.0,12444.67,281088.78,3.52,0.25,7.57,1.47,19930524,222061.84,2.78,29.25,53.19,55.65,27.43,14833.0
2698,921,海信科龙,家用电器,广东,8.45,9.02,13.63,2144931.25,1497705.75,325397.03,209286.19,1.54,1.269,4.54,3.15,19990713,240474.3,1.76,29.19,100.34,19.41,6.55,39486.0
1170,600711,盛屯矿业,小金属,福建,26.21,14.97,14.97,1138333.88,621505.75,71416.65,198666.81,1.33,0.253,2.91,3.03,19960531,84315.6,0.56,51.15,223.1,7.16,2.97,117042.0
2187,600295,鄂尔多斯,小金属,内蒙,31.39,6.12,10.32,4910733.0,1840357.0,2170156.75,130646.86,1.27,0.351,7.35,2.0,20010426,470609.59,4.56,36.19,93.61,26.9,2.36,78663.0
2946,157,中联重科,工程机械,湖南,20.65,62.25,77.94,8611717.0,6450832.0,607094.44,1283084.5,1.65,0.17,4.89,0.93,20001012,1510209.88,1.94,26.64,259.84,21.43,7.18,380114.0
2012,600710,ST常林,工程机械,江苏,24.42,6.4,13.07,4198200.5,3404250.75,563620.5,124902.45,0.96,0.209,2.99,2.27,19960701,114038.42,0.87,66.95,11581.42,5.69,0.53,37652.0
2790,528,柳 工,工程机械,广西,26.29,11.25,11.25,2107596.5,1351515.38,238478.92,352074.09,3.13,0.249,8.05,1.08,19931118,378788.06,3.37,61.49,4346.41,23.16,3.44,77628.0
100,601717,郑煤机,工程机械,河南,28.74,13.78,17.32,1687148.38,1169585.88,256245.55,430338.41,2.48,0.19,6.27,1.13,20100803,418658.28,2.42,94.18,149.06,21.51,5.97,49321.0
1837,600815,*ST厦工,工程机械,福建,29.57,9.59,9.59,723271.44,539736.31,69866.92,205703.02,2.15,0.114,0.55,8.09,19940128,-275724.47,-2.88,35.52,120.75,9.92,3.27,50659.0
2663,600031,三一重工,工程机械,湖南,30.16,75.94,76.54,5925591.5,3707612.5,1293353.13,84894.2,0.11,0.24,3.26,2.91,20030703,1518948.75,1.98,70.77,932.56,30.13,6.4,423546.0
3045,425,徐工机械,工程机械,江苏,31.69,69.94,70.08,5059979.5,3723039.5,721926.5,334410.5,0.48,0.111,3.02,1.55,19960828,996835.38,1.42,78.2,370.39,20.02,3.61,248494.0
384,38,深大通,广告包装,深圳,31.65,0.79,5.23,569253.19,299103.97,12567.57,431336.81,8.25,0.53,10.14,2.12,19940808,43815.5,0.84,66.06,145.09,35.15,24.93,13692.0
2990,2188,巴士在线,广告包装,浙江,32.25,1.84,2.96,240857.02,65851.93,13809.74,161092.7,5.45,0.353,7.27,2.09,20071122,23434.6,0.79,31.58,284.28,43.84,19.47,11868.0
1323,498,山东路桥,建筑施工,山东,14.11,3.54,11.2,1690032.0,1413923.25,57744.11,-55661.8,-0.5,0.367,3.46,2.0,19970609,240545.16,2.15,86.9,65.87,12.95,5.23,46036.0
2122,90,天健集团,建筑施工,深圳,17.09,7.74,11.98,2367373.25,2003828.38,31643.46,228084.55,1.9,0.454,5.41,1.91,19990721,205505.88,1.72,27.26,145.65,30.54,11.97,40974.0
3298,600326,西藏天路,建筑施工,西藏,20.25,8.65,8.65,743955.5,405344.81,245383.05,80400.8,0.93,0.45,3.08,3.32,20010116,90031.56,1.04,30.16,92.45,31.11,12.96,118987.0
3177,2775,文科园林,建筑施工,深圳,23.22,1.17,2.48,275576.5,181641.27,2524.23,53492.69,2.16,0.698,5.76,3.75,20150629,60923.4,2.46,90.41,70.4,17.76,8.97,18368.0
771,2717,岭南园林,建筑施工,广东,25.98,2.08,4.16,708059.25,459050.56,21243.74,146429.7,3.52,0.733,7.1,3.58,20140219,99749.86,2.4,55.34,76.18,30.8,11.93,26319.0
3170,2624,完美世界,影视音像,浙江,30.18,3.36,13.15,1664498.25,1013521.88,49339.59,359192.22,2.73,0.82,5.77,5.72,20111028,257361.5,1.96,55.96,50.29,57.36,19.52,14399.0
1765,591,太阳能,新型电力,重庆,19.33,18.49,30.07,3263466.5,800654.06,1993662.75,669333.13,2.23,0.229,3.96,1.49,19960208,220919.34,0.73,32.47,68.5,37.11,18.3,48251.0
1364,603869,北部湾旅,旅游服务,广西,29.55,1.12,3.49,591425.0,330391.94,81543.71,278256.69,7.98,0.548,10.51,2.05,20150326,48989.8,1.4,322.08,104.0,40.49,11.7,18563.0
500,2094,青岛金王,日用化工,山东,13.93,3.52,3.93,465394.41,262066.67,16935.39,108215.42,2.76,1.01,6.36,2.84,20061215,92630.38,2.36,97.82,232.46,18.78,11.78,20911.0
2213,932,*ST华菱,普钢,湖南,7.5,30.15,30.16,7216866.5,2666235.75,4018945.5,702743.44,2.33,0.853,2.92,2.92,19990803,-210050.3,-0.7,62.77,334.58,12.29,4.58,74517.0
3025,600282,南钢股份,普钢,江苏,8.19,38.76,44.09,3800432.0,1415680.63,2104298.25,175370.88,0.4,0.464,2.36,2.15,20000919,348252.13,0.79,53.13,799.15,14.61,7.56,141912.0
1278,2110,三钢闽光,普钢,福建,8.66,9.91,13.74,1548558.13,812630.44,639460.06,458222.59,3.34,1.803,6.93,3.0,20070126,315408.0,2.3,63.08,373.03,22.52,15.65,39322.0
2960,600808,马钢股份,普钢,安徽,8.96,59.68,77.01,6769849.0,2751136.0,3338734.0,834860.63,1.08,0.356,2.92,1.45,19940106,254929.52,0.33,60.24,260.78,11.94,5.18,246569.0
2913,761,本钢板材,普钢,辽宁,9.36,27.36,31.36,5669237.5,2932466.5,1922067.75,911484.63,2.91,0.425,4.48,1.18,19980115,83732.86,0.27,52.02,132.21,12.11,4.39,68506.0
3220,717,韶钢松山,普钢,广东,9.55,24.2,24.2,1503143.13,474413.91,806384.06,322934.5,1.33,0.723,0.91,10.09,19970508,-408098.88,-1.69,96.6,1652.84,14.1,9.44,141767.0
2184,600581,八一钢铁,普钢,新疆,9.66,7.66,7.66,1381420.38,765203.56,594910.44,410865.09,5.36,1.129,4.0,3.63,20020816,-261744.47,-3.42,82.47,256.8,14.38,6.88,67721.0
3108,600231,凌钢股份,普钢,辽宁,10.0,16.08,25.19,1613151.88,609905.44,879360.38,45192.5,0.18,0.395,2.45,2.15,20000511,259201.02,1.03,32.28,7120.69,14.34,7.43,66277.0
3172,898,鞍钢股份,普钢,辽宁,10.8,61.49,72.35,8823500.0,2724900.0,4747000.0,3151900.0,4.36,0.454,6.59,0.99,19971225,528400.0,0.73,47.44,236.23,12.25,5.43,109351.0
2942,600126,杭钢股份,普钢,浙江,11.4,9.27,25.98,2476663.0,973271.19,999264.69,1104733.0,4.25,0.458,6.14,1.13,19980311,177539.52,0.68,45.91,124.92,8.84,5.81,45320.0
3339,600782,新钢股份,普钢,江西,11.83,27.87,31.89,2838560.0,1611865.75,1021089.38,428630.19,1.34,0.49,3.55,1.92,19961225,252318.7,0.79,65.61,398.36,7.54,3.87,60549.0
2326,601003,柳钢股份,普钢,广西,12.22,25.63,25.63,2337349.5,1341343.63,947053.81,20843.6,0.08,0.49,2.27,3.52,20070227,206345.8,0.81,60.64,915.49,6.31,4.2,76045.0
2886,600019,宝钢股份,普钢,上海,12.69,220.9,221.01,34661280.0,13254327.0,15759142.0,4821146.0,2.18,0.528,7.11,1.26,20001212,5894787.5,2.67,43.12,95.52,10.89,4.63,462744.0
234,959,首钢股份,普钢,北京,14.25,29.67,52.89,13210084.0,2022781.63,7477503.0,2009461.75,3.8,0.333,4.83,1.31,19991216,-584388.88,-1.1,50.16,1188.09,13.96,3.99,114809.0
109,709,河钢股份,普钢,河北,15.06,106.17,106.19,18778436.0,5477618.5,10127093.0,2320581.5,2.19,0.207,4.35,0.95,19970416,1014572.81,0.96,47.02,135.18,11.84,2.53,476462.0
2387,600022,山东钢铁,普钢,山东,16.68,106.89,109.47,5110925.5,1730720.0,1307613.63,809070.13,0.74,0.11,1.56,1.4,20040629,-265848.53,-0.24,21.43,4031.6,6.68,2.44,318775.0
3392,655,金岭矿业,普钢,山东,32.03,5.95,5.95,306823.81,105781.57,43084.19,48799.8,0.82,0.161,4.55,1.52,19961128,131722.52,2.21,96.57,168.15,35.52,10.82,46788.0
2130,2503,搜于特,服饰,广东,23.61,20.24,31.24,996288.81,846060.81,39063.0,97478.36,0.31,0.173,1.8,3.03,20101117,149663.13,0.48,212.34,109.22,10.72,4.3,24800.0
2647,603808,歌力思,服饰,深圳,29.15,1.13,3.37,324831.41,149185.27,20417.93,107326.65,3.18,0.61,5.82,4.01,20150422,65636.18,1.95,101.91,124.25,69.77,14.66,10985.0
2235,2101,广东鸿图,机械基件,广东,23.33,2.48,3.55,779729.63,349246.16,189736.06,301093.91,8.49,0.78,12.07,1.73,20061229,83197.67,2.35,88.3,101.4,24.94,6.77,15986.0
